,listing_id,5_stars,availability_365,borough,host_id,host_name,is_rated,last_review,latitude,longitude,name,neighbourhood,number_of_reviews,number_of_stays,reviews_per_month,room_type,price,rating,listing_added
3558,13987276,0.7227350189621308,87,Manhattan,83476674,Carmen,1,2016-08-21,40.83065,-73.94708,"Cozy, two bedrooms in a shared apartment.", Harlem,1,1.2,0.03,Private Room,150.0,4.9896564473996206,2016-02-16
3559,13987302,0.8097121962523143,34,Manhattan,40060170,S,1,2019-06-24,40.76488,-73.98597,Large Studio Apartment Located Near Times Square, Hell's Kitchen,75,90.0,2.18,entire place,155.0,4.547374606475586,2018-12-19
3560,13992442,0.0,0,Brooklyn,57509618,Kelly,0,,40.66206,-73.99767,Comfortable 1-bedroom in South Slope, Sunset Park,0,0.0,0.0,Private Room,50.0,,2018-08-08
3561,13992742,0.6352980259957466,0,Manhattan,83549989,Ezgi,1,2016-09-17,40.72618,-73.99523,Cozy Studio in the Heart of Soho, NoHo,2,2.4,0.06,entire place,215.0,3.785080491058532,2016-03-14
3562,13995891,0.6035519036019268,99,Brooklyn,1366270,Louisa,1,2018-12-13,40.66432,-73.97954,Pre War Park Slope on Prospect Park Bedroom 2, South Slope,28,33.6,0.8,Private Room,59.0,3.79108917389064,2018-06-09
3563,13998293,0.6552522502737955,0,Manhattan,2714018,Alexandria,1,2016-10-03,40.72191,-73.9813,Sunny Designers Home w/Terrace - Heart of Downtown, East Village,2,2.4,0.06,entire place,150.0,3.4729440339989086,2016-03-30
3564,13998679,0.6236326130951431,365,Queens,83627325,Jared,1,2018-12-30,40.74671,-73.91636,An Apartment to Call Home w/ Free Airport Pickup!, Sunnyside,7,8.4,0.2,entire place,199.0,3.9561970692073816,2018-06-26
3565,14010651,0.0,0,Manhattan,55208833,Kevin,0,,40.71944000000001,-73.98441,Perfect 3br in Lower East Side, Lower East Side,0,0.0,0.0,entire place,275.0,,2018-05-08
3566,14011728,0.6769777492436917,0,Brooklyn,54148881,Andrew,1,2016-09-05,40.68129,-73.9487,Large two-bedroom in Prime Location, Bedford-Stuyvesant,1,1.2,0.03,entire place,100.0,3.390208223114096,2016-03-02
3567,14014128,0.7087259105416822,365,Brooklyn,83809962,Tamara,1,2019-06-12,40.66248,-73.92855,Amazing Private Room - Custom Style, East Flatbush,39,46.8,1.27,Private Room,45.0,4.393991827837676,2018-12-07
3568,14022086,0.6557778386154407,0,Manhattan,13951935,Wayne,1,2019-05-27,40.7598,-73.99681,"Fun, Comfy, and Convenient Studio in Midtown West", Hell's Kitchen,8,9.6,0.34,entire place,135.0,4.994150745147703,2018-11-21
3569,14028597,0.6736462909409684,175,Brooklyn,42106344,Mike,1,2019-06-21,40.71723,-73.96703000000002,Ground floor  2 Bedrooms with Backyard & BBQ, Williamsburg,8,9.6,0.26,entire place,360.0,4.8201269991121976,2018-12-16
3570,14029776,0.0,0,Manhattan,83996144,Amelia,0,,40.72202,-73.99450999999998,peaceful space with a view, Nolita,0,0.0,0.0,entire place,85.0,,2018-09-29
3571,14036591,0.0,0,Brooklyn,5367097,Benjamin,0,,40.70658,-73.95000999999998,Lovely room and location! - Williamsburg duplex, Williamsburg,0,0.0,0.0,Private Room,45.0,,2018-04-02
3572,14037145,0.813790685215578,365,Brooklyn,83147028,Shirley,1,2018-10-30,40.67011,-73.92544000000002,B crownheights queen size bed$100, Crown Heights,27,32.4,0.75,Private Room,100.0,4.749915589903403,2018-04-26
3573,14037459,0.708803235411693,88,Manhattan,265832,Kathryn & Tobias,1,2016-11-05,40.81103,-73.9398,The BEST View in New York!, Harlem,9,10.8,0.25,Private Room,165.0,3.011089983310669,2016-05-02
3574,14041728,0.7819533091378046,0,Queens,84146048,Michael,1,2016-09-13,40.73894,-73.92343000000002,Spacious studio close to Manhatten, Sunnyside,4,4.8,0.11,entire place,85.0,3.318722450570122,2016-03-10
3575,14054091,0.8341083938407794,134,Manhattan,83978541,Goerge,1,2019-04-12,40.75966,-73.96828000000002,Central Cozy 3 Bedrooms Apartment, Midtown,23,27.6,0.68,entire place,235.0,4.893861793693128,2018-10-07
3576,14055238,0.7049909755541959,217,Brooklyn,84303682,Brian And Rachel,1,2019-06-30,40.67003,-73.97399999999998,Spacious Prospect Park Garden Apt, Park Slope,144,172.79999999999995,4.04,entire place,240.0,4.146432806095008,2018-12-25
3577,14055341,0.7880728145164141,0,Queens,25537819,Joelle,1,2018-08-24,40.74604,-73.94194,Cozy Private Room in LIC close to Everywhere in NY, Long Island City,13,15.6,0.36,Private Room,70.0,3.400519917958801,2018-02-18
3578,14058375,0.7641725027081131,0,Manhattan,22058409,Abigail,1,2016-08-31,40.70476,-74.01557,Sunny Private Room with Roof Terrace & River View, Financial District,2,2.4,0.06,Private Room,90.0,4.4686251813427935,2016-02-26
3579,14065198,0.6297258870646407,0,Brooklyn,27178707,Brian,1,2016-09-19,40.71597,-73.95223,Sleek 1BR in the heart of Williamsburg!, Williamsburg,2,2.4,0.06,entire place,199.0,3.5608936545380434,2016-03-16
3580,14066702,0.7409202749051659,95,Manhattan,84463909,Sandra,1,2017-05-02,40.8385,-73.94313000000002,Room in Uptown Manhattan, Washington Heights,15,18.0,0.43,Private Room,70.0,3.4819788926100834,2016-10-27
3581,14071802,0.6889299382378309,0,Queens,72572525,Samantha,1,2018-08-04,40.76218,-73.92436,Serene private room in chic Astoria apartment., Astoria,8,9.6,0.23,Private Room,90.0,3.015931430889446,2018-01-29
3582,14073163,0.6250375749646772,0,Manhattan,60617669,Rich,1,2019-01-30,40.7535,-73.97134,NYC Wyndham 1 bedroom Presidential Condo sleeps 4, Midtown,12,14.4,0.35,entire place,159.0,3.0157151930923938,2018-07-27
3583,14088558,0.0,0,Manhattan,37073646,Aandrea,0,,40.73902,-73.99143000000002,Elegant apt in the heart of the Flatiron District, Chelsea,0,0.0,0.0,entire place,1100.0,,2018-08-20
3584,14088971,0.7019877895050943,18,Brooklyn,84737060,Remy,1,2019-06-28,40.66142,-73.99078,Beautiful Sunny South Slope 1 BR, Sunset Park,63,75.6,1.82,entire place,119.0,4.4179947717573045,2018-12-23
3585,14092236,0.7550989328400062,185,Brooklyn,84779589,Maba,1,2019-06-25,40.67112,-73.93368000000002,Big bright room in 3 bedroom duplex, Crown Heights,149,178.79999999999995,4.17,Private Room,65.0,4.4554192766466825,2018-12-20
3586,14092722,0.8161731404884894,5,Manhattan,25075066,Scott,1,2019-04-25,40.7349,-74.0005,Large 1BR in Heart of the West Village, West Village,19,22.8,0.55,entire place,265.0,4.90798947989112,2018-10-20
3587,14094264,0.0,0,Manhattan,32764610,Ilkay,0,,40.7992,-73.93879,Upper East side Cozy apartment., East Harlem,0,0.0,0.0,Private Room,75.0,,2018-05-09
3588,14095224,0.6928338364653106,157,Manhattan,4765305,Haffro,1,2018-08-10,40.72166,-73.98326999999998,Large Artsy Bedroom in hip & cool E. Village Apt!, East Village,3,3.6,0.14,Private Room,100.0,4.214255746367421,2018-02-04
3589,14104812,0.7689384679598706,130,Brooklyn,2590902,Miho And Justin,1,2019-06-24,40.6892,-73.97474,Pibbles and friends, Fort Greene,92,110.4,2.57,Private Room,120.0,3.954356296606648,2018-12-19
3590,14108671,0.8987119365249244,0,Manhattan,27165264,Elena,1,2017-09-29,40.74767,-73.99003,Clean & Cozy Close to Macy's, Chelsea,9,10.8,0.28,Private Room,90.0,4.5779123162507895,2017-03-26
3591,14109485,0.7321594072257523,1,Brooklyn,67252331,Ericka,1,2019-05-27,40.66414,-73.98507,Contemporary Park Slope Brooklyn Duplex, South Slope,16,19.2,0.45,entire place,179.0,3.502420002737863,2018-11-21
3592,14109521,0.0,0,Brooklyn,83176398,Cynthia,0,,40.7038,-73.92712,Sunny Bedroom in trendy Bushwick Apt. w/Rooftop, Bushwick,0,0.0,0.0,Private Room,50.0,,2018-10-11
3593,14109893,0.6552111294924662,0,Brooklyn,3404898,Erica,1,2016-10-23,40.65915,-73.96004,Charming Artist Studio, Prospect-Lefferts Gardens,6,7.1999999999999975,0.17,entire place,110.0,4.004679583011462,2016-04-19
3594,14115645,0.7672083466158242,78,Queens,85062355,Carolyn,1,2019-07-06,40.70219,-73.73295999999998,Cozy Bed/Bath w/Appliances Close to JFK/LGA, Cambria Heights,78,93.6,2.18,Private Room,60.0,3.4796378129742047,2018-12-31
3595,14117696,0.6319215844366097,41,Manhattan,11796442,Thomas,1,2019-06-30,40.73897,-74.0018,Charming and Quiet West Village Studio, West Village,32,38.4,0.9,entire place,179.0,4.007488598731385,2018-12-25
3596,14125183,0.7053536530332426,0,Brooklyn,5914717,Kait,1,2018-04-22,40.69822,-73.92918,Full bed in private Bushwick room, Bushwick,59,70.8,1.67,Private Room,50.0,4.4940851517651295,2017-10-17
3597,14135050,0.0,0,Brooklyn,85288337,Jeff,0,,40.69421,-73.93234,, Bedford-Stuyvesant,0,0.0,0.0,Private Room,70.0,,2018-09-10
3598,14138800,0.6665348351305375,84,Brooklyn,85337174,Shilpa,1,2018-10-17,40.68128,-73.90545999999998,Cozy Brooklyn Home with an Artistic Twist, Bushwick,26,31.2,0.73,Private Room,90.0,3.782826269139088,2018-04-13
3599,14139170,0.6376435721189202,0,Brooklyn,1252743,Dory,1,2018-03-20,40.70175,-73.91525,Comfortable room in a Bushwick duplex with patio, Bushwick,9,10.8,0.45,Private Room,45.0,3.896164932760701,2017-09-14
3600,14141050,0.7673702164650773,0,Brooklyn,1715674,Shriya,1,2018-01-01,40.65544000000001,-73.97491,Two bedrooms available in a cozy apartment., Windsor Terrace,4,4.8,0.11,Private Room,130.0,3.862101083523166,2017-06-28
3601,14141215,0.7651693857827873,0,Manhattan,85368273,Nir,1,2016-10-03,40.71795,-73.98553000000003,private room in LES, Lower East Side,1,1.2,0.03,Private Room,70.0,3.517437311704395,2016-03-30
3602,14148905,0.9232740187066144,124,Queens,85470054,Yi,1,2019-06-24,40.73851,-73.80105999999998,Brand new beautiful one bedroom apartment, Flushing,256,307.2,7.1,entire place,72.0,4.535010113575022,2018-12-19
3603,14154373,0.7545813765166023,0,Manhattan,4685913,Paul,1,2016-08-14,40.72097,-73.97769,Quiet Full Bed - East Village / LES Comfy Colorful, East Village,1,1.2,0.03,Private Room,90.0,4.156373788085904,2016-02-09
3604,14155064,0.7804668406586528,0,Manhattan,2688383,Rachel,1,2016-10-09,40.74121,-73.99995,One Bedroom in Heart of Chelsea, Chelsea,1,1.2,0.03,entire place,143.0,4.061161978593827,2016-04-05
3605,14161103,0.0,0,Brooklyn,71211336,Patrick,0,,40.67963,-73.98951,Gorgeous Sunset-facing Carroll Gardens 1 Bedroom, Gowanus,0,0.0,0.0,entire place,299.0,,2018-04-15
3606,14161597,0.6896680203975885,310,Manhattan,30739353,Laura,1,2017-09-02,40.7638,-73.95546999999998,Cool respite in the city, Upper East Side,3,3.6,0.08,entire place,175.0,3.1507625318439043,2017-02-27
3607,14163104,0.715147601057926,350,Queens,85667130,Anna,1,2019-07-02,40.77943,-73.9117,Cozy Studio in Astoria NYC, Ditmars Steinway,80,96.0,2.35,Private Room,90.0,3.183871843866643,2018-12-27
3608,14167624,0.0,0,Manhattan,8671553,Sophia,0,,40.79356,-73.94164,"1brm apartment ,Charming, with beautiful light", East Harlem,0,0.0,0.0,entire place,95.0,,2018-02-23
3609,14168274,0.0,0,Manhattan,20448276,A.R.,0,,40.76367,-73.98912,1 Bedroom in shared 2 bedroom NYC walkup apartment, Hell's Kitchen,0,0.0,0.0,Private Room,98.0,,2018-04-09
3610,14174460,0.7478140069761366,0,Brooklyn,21700305,David,1,2016-08-07,40.65776,-73.95218,bargain in Flatbush, Prospect-Lefferts Gardens,1,1.2,0.03,Private Room,30.0,3.6055574119847904,2016-02-02
3611,14176286,0.8921468135074544,126,Brooklyn,4043259,Tiffany,1,2019-07-07,40.72521,-73.95575,Unique Cozy Designer Loft 1 stop to Manhattan, Greenpoint,103,123.6,2.94,Private Room,67.0,4.7612597008936905,2019-01-01
3612,14183900,0.6008542445627463,0,Manhattan,20132140,Helen,1,2016-08-08,40.72094,-73.98649,Spacious Apartment in the Heart of LES, Lower East Side,1,1.2,0.03,entire place,228.0,3.7475070783770494,2016-02-03
3613,14191921,0.0,356,Manhattan,2856748,Ruchi,0,,40.75924000000001,-73.98541,LUXURY 3 BR WITH DOORMAN~1600 BROADWAY, Theater District,0,0.0,0.0,entire place,560.0,,2018-03-12
3614,14195524,0.8462074138341336,301,Manhattan,86090561,Alicia,1,2019-06-23,40.79919,-73.96249,Lincoln Square - Upper West Side Haven, Upper West Side,84,100.8,2.35,Private Room,110.0,4.795211077668804,2018-12-18
3615,14195677,0.6083334817345201,0,Queens,61925777,Charis,1,2018-06-03,40.71628,-73.90093,Cute/Private 1 Bedroom Apt in Queens, Maspeth,5,6.0,0.14,entire place,75.0,3.6069120205684455,2017-11-28
3616,14200676,0.6968992242137649,0,Brooklyn,309088,Alexandre,1,2018-05-28,40.69633,-73.92143,"Ideal Bushwick, 2 bdrm, basement, private garden", Bushwick,18,21.6,0.53,entire place,150.0,4.344997825484308,2017-11-22
3617,14202979,0.6456735644272691,242,Manhattan,86182721,Jennifer,1,2018-10-07,40.78004,-73.98314,"Charming, Spacious 2-Bedroom on UWS", Upper West Side,11,13.2,0.32,entire place,210.0,3.5852916185403885,2018-04-03
3618,14205364,0.6367850713169565,126,Brooklyn,2343858,Claire,1,2019-06-16,40.71635,-73.94981999999997,Bright 3BR w/ large patio in vibrant Williamsburg, Williamsburg,87,104.4,2.45,entire place,325.0,4.014931165230938,2018-12-11
3619,14217692,0.6595879125613837,0,Brooklyn,6702100,Dasha,1,2017-07-30,40.71014,-73.95871,Perfect Area in Williamsburg - Room, Williamsburg,10,12.0,0.28,Private Room,90.0,3.570309363848536,2017-01-24
3620,14218548,0.6555775183679069,0,Manhattan,86368554,Ryan,1,2016-08-08,40.72646,-73.98498000000002,Large Prime East Village Bedroom, East Village,1,1.2,0.03,Private Room,100.0,4.837100120014656,2016-02-03
3621,14218742,0.6903933143043651,353,Brooklyn,78824908,Ilona,1,2018-06-22,40.58531,-73.93811,Luxury/3bedroom/3bthrm/Privateprkng/beach/rstrnts, Sheepshead Bay,2,2.4,0.08,entire place,224.0,4.091228407624987,2017-12-17
3622,14218795,0.0,0,Manhattan,1815738,Emily,0,,40.70741,-74.0054,Spacious 1BR with amazing rooftop, Financial District,0,0.0,0.0,entire place,238.0,,2018-02-19
3623,14231719,0.0,365,Manhattan,2856748,Ruchi,0,,40.7771,-73.9495,XTRA LARGE~PRIME UPPER EAST SIDE-1ST AVE&EAST 86TH, Upper East Side,0,0.0,0.0,entire place,200.0,,2018-08-05
3624,14237735,0.6018290460403167,90,Manhattan,12087651,Rachel,1,2019-06-24,40.82265,-73.94501,"Private BR in comfy, international-vibe Harlem apt", Harlem,44,52.8,1.27,Private Room,95.0,4.1292492939043655,2018-12-19
3625,14246251,0.7580087239728195,280,Manhattan,16098958,Jeremy & Laura,1,2016-10-31,40.74463,-73.9722,Doorman Gym 2 bed With balcony River View 5138, Murray Hill,1,1.2,0.03,entire place,196.0,4.18569993752067,2016-04-27
3626,14262383,0.7579310380623502,361,Queens,86887132,Nepreil,1,2019-06-30,40.69364,-73.78025,The Center Suites, St. Albans,46,55.2,1.34,entire place,100.0,3.5363240250835206,2018-12-25
3627,14274403,0.6783724037192554,35,Queens,87041889,Laverne & David,1,2019-06-24,40.76777,-73.87733,New York City Getaway; very close to LGA, East Elmhurst,75,90.0,4.39,entire place,76.0,3.8077402291112494,2018-12-19
3628,14276224,0.7233083892657753,0,Brooklyn,35658806,Patty,1,2018-01-05,40.71505,-73.95716,Williamsburg Hideaway, Williamsburg,2,2.4,0.06,entire place,325.0,4.454218006618781,2017-07-02
3629,14280163,0.7679287312893971,358,Manhattan,60557711,Sameer,1,2018-12-30,40.70851,-74.00563000000002,Large modern chic 1-BR apt near World Trade Center, Financial District,3,3.6,0.1,entire place,300.0,4.10302520063953,2018-06-26
3630,14280778,0.6518961790706611,328,Manhattan,46164403,Elizabeth,1,2018-07-29,40.79321,-73.97685,Penthouse in the sky, Upper West Side,8,9.6,0.22,entire place,489.0,4.18250363545334,2018-01-23
3631,14281111,0.6473502140218386,364,Queens,84810879,Linda,1,2018-07-27,40.65045,-73.74596,Private floor/Flat, Rosedale,3,3.6,0.08,entire place,150.0,4.382773110565502,2018-01-21
3632,14282356,0.6529562741184847,0,Manhattan,87152012,Steven,1,2018-02-23,40.76249,-73.99103000000002,Amazing Apt in Hells Kitchen!!, Hell's Kitchen,117,140.4,3.34,Private Room,80.0,4.4696427781609325,2017-08-20
3633,14283423,0.6845930128224117,0,Manhattan,40405299,Andra,1,2019-05-07,40.77174,-73.98934,LUXURY BLDG - PRIVATE TERRACE/DOORMAN, Upper West Side,16,19.2,0.48,entire place,200.0,3.4519027625006564,2018-11-01
3634,14295885,0.7745868006622599,180,Queens,74331597,Nickesha,1,2019-06-28,40.686,-73.7691,WONDERFUL BED ROOM 10 MINS FROM JFK, St. Albans,4,4.8,0.29,Private Room,59.0,4.261822507574652,2018-12-23
3635,14296562,0.6827534855176489,0,Manhattan,6543299,Sun-Young,1,2018-07-08,40.73958,-73.98258,"Entire Home in Gramercy, Duplex Loft", Kips Bay,12,14.4,0.41,entire place,195.0,3.721880821349032,2018-01-02
3636,14296598,0.7544753658158955,239,Brooklyn,14942276,Susan,1,2019-06-13,40.71932,-73.95649,Art-filled bright spacious loft prime Wburg Brklyn, Williamsburg,99,118.8,2.87,entire place,249.0,4.099540469774324,2018-12-08
3637,14302945,0.0,18,Brooklyn,4803103,Sharina,0,,40.68224,-73.97301999999998,"Cozy, Beautiful Bedroom in Shared Apartment", Prospect Heights,0,0.0,0.0,Private Room,60.0,,2018-04-28
3638,14312186,0.672214953259888,0,Manhattan,87487508,Adam,1,2016-08-22,40.74029,-74.00233,Classic NYC: ENTIRE 1-BR in Spacious Chelsea Apt, Chelsea,2,2.4,0.06,entire place,185.0,3.634908962493148,2016-02-17
3639,14316228,0.7117997540711621,1,Manhattan,87537411,Dionne,1,2019-06-15,40.83406,-73.94731,IMMACULATE 1-BDRM UPPER MANHATTAN, Washington Heights,13,15.6,1.04,entire place,100.0,3.559827094577864,2018-12-10
3640,14322182,0.9289183479488724,0,Brooklyn,15235299,Hai-Hsin,1,2019-05-05,40.73293,-73.95919,Greenpoint amazing private room, Greenpoint,52,62.4,1.49,Private Room,60.0,4.5936231139500485,2018-10-30
3641,14323475,0.0,0,Manhattan,22888115,Amy,0,,40.83613,-73.94471999999998,"Spacious, sunlit, homey bedroom in Wash. Heights", Washington Heights,0,0.0,0.0,Private Room,65.0,,2018-04-04
3642,14334508,0.6396545533593953,0,Manhattan,57272703,Jenya,1,2018-01-05,40.74706,-73.97355,Primary Midtown Location Highrise Apartment, Murray Hill,2,2.4,0.06,entire place,110.0,4.399052062610293,2017-07-02
3643,14340033,0.0,363,Manhattan,6804141,Alexander,0,,40.74076,-73.99306999999997,1400 sq ft modern full floor loft, Flatiron District,0,0.0,0.0,entire place,425.0,,2018-06-19
3644,14342997,0.9175360626955746,0,Manhattan,1120651,Orianna,1,2017-09-09,40.72413,-73.99355,Calm&Cozy Bedroom - NoLIta/SoHo (private bathroom), Nolita,10,12.0,0.29,Private Room,118.0,4.901936309852082,2017-03-06
3645,14357461,0.6114701293916801,41,Brooklyn,22177259,Cass,1,2018-12-02,40.69329000000001,-73.94055,Cozy & Private 1 bedroom in Bedstuy, Bedford-Stuyvesant,12,14.4,0.35,entire place,75.0,3.041257036364488,2018-05-29
3646,14371241,0.7659301844450029,15,Manhattan,9209911,Oscar,1,2019-07-01,40.81853,-73.9472,Private Room - 15 min to Times Square., Harlem,71,85.2,2.01,Private Room,54.0,3.657379082420038,2018-12-26
3647,14386892,0.7221022251147104,216,Brooklyn,88361314,Cindy,1,2019-06-10,40.65823,-73.98059,"Private Comfy 2 Room Apt, 23min to Manhattan", Windsor Terrace,75,90.0,2.16,entire place,99.0,4.344636140684061,2018-12-05
3648,14387471,0.7859027191976596,0,Brooklyn,40070700,Kristin,1,2017-05-01,40.69742,-73.94775,Homey & Vivacious Brooklyn Bedroom, Bedford-Stuyvesant,4,4.8,0.11,Private Room,45.0,3.747381895213128,2016-10-26
3649,14387555,0.6686561547676835,0,Manhattan,5997660,Victoria,1,2018-05-24,40.71602,-73.99233000000002,Cozy room in warm & sunny prime LES/Chinatown Apt, Chinatown,11,13.2,0.53,Private Room,105.0,4.488856614606338,2017-11-18
3650,14397396,0.0,0,Manhattan,8116703,Valentina,0,,40.77315,-73.95848000000002,Lots of light Upper East Side Apartment., Upper East Side,0,0.0,0.0,entire place,210.0,,2018-05-13
3651,14406807,0.8721049128824758,0,Manhattan,425806,Loren,1,2019-05-20,40.81257,-73.94606,My 2 br. Humble Abode, Harlem,29,34.8,0.84,entire place,150.0,4.948292900554616,2018-11-14
3652,14406826,0.7315321410320134,189,Brooklyn,88593699,Stacey-Ann,1,2017-01-24,40.67984000000001,-73.91150999999998,"Cozy , Comfortable Accommodations!", Bedford-Stuyvesant,15,18.0,0.42,Private Room,80.0,3.563898123061485,2016-07-21
3653,14415799,0.6663313982748492,0,Brooklyn,48113730,Anastasia & Jeremy,1,2016-10-16,40.70749,-73.93916,East Williamsburg Cozy Apartment with Rooftop!, Williamsburg,2,2.4,0.06,entire place,150.0,4.526909365808153,2016-04-12
3654,14417798,0.8911743570095463,0,Manhattan,65356318,Tiffani,1,2019-06-15,40.71891,-73.99095,LES Minimalistic Studio, Lower East Side,37,44.4,1.05,entire place,125.0,4.556470326360513,2018-12-10
3655,14423024,0.8159681989004028,341,Brooklyn,3380348,Lee-Ann,1,2019-01-03,40.68545,-73.93074,Sunny bedroom in historic Bed Stuy BK brownstone, Bedford-Stuyvesant,10,12.0,0.45,Private Room,75.0,4.7953270442370375,2018-06-30
3656,14441627,0.7049892966337676,4,Manhattan,88884610,Lena,1,2019-05-27,40.75987,-73.99008,Zen Temple Vibe apt in heart of Hells Kitchen NYC, Hell's Kitchen,15,18.0,0.43,entire place,198.0,3.907907077801055,2018-11-21
3657,14443766,0.0,365,Manhattan,484993,Andrew,0,,40.73304,-73.97421,Giant private room near east village and gramercy, Stuyvesant Town,0,0.0,0.0,Private Room,82.0,,2018-06-23
3658,14445183,0.6557101408587016,31,Brooklyn,88945872,Andria,1,2019-06-30,40.6468,-73.9508,Family Friendly Stay in Brooklyn, East Flatbush,83,99.6,2.5,entire place,100.0,4.177624331228132,2018-12-25
3659,14464699,0.8153389812033213,293,Brooklyn,3441272,Jasmin,1,2019-06-24,40.69972,-73.93191999999998,ENTIRE FLOR :) PRIVATE entrance&full bathroom! :D, Bushwick,208,249.6,5.89,Private Room,110.0,4.949858766232126,2018-12-19
3660,14480430,0.0,0,Brooklyn,13143585,Robert,0,,40.69526,-73.92674,Large room in the heart of Bushwick, Bushwick,0,0.0,0.0,Private Room,55.0,,2018-08-02
3661,14484998,0.0,364,Brooklyn,2261995,Sarah,0,,40.6824,-73.94245,Perfect for Students/Interns seeking summer rental, Bedford-Stuyvesant,0,0.0,0.0,Private Room,55.0,,2018-07-13
3662,14485082,0.7037399408333915,0,Brooklyn,23727216,Sezer,1,2017-01-10,40.60776,-73.95545,Bright Cozy Home in Brooklyn, Sheepshead Bay,2,2.4,0.06,entire place,73.0,3.0242761356832486,2016-07-07
3663,14485372,0.6783596645403112,243,Manhattan,89361094,Karen,1,2019-06-10,40.78672,-73.94869,Family Friendly 2 Bedrooms 1 Bath w. washer/dryer, East Harlem,74,88.8,2.09,entire place,289.0,3.6502067760002577,2018-12-05
3664,14499123,0.7387266178279871,228,Queens,89523770,Ricky & Diana,1,2019-06-23,40.75328,-73.90855,Spacious  Home 15 Minutes Away From Manhattan, Woodside,73,87.6,2.14,entire place,300.0,3.7028608972852135,2018-12-18
3665,14499400,0.7586627095361566,0,Brooklyn,2024671,Ashley,1,2017-04-27,40.71459,-73.9468,"Cozy, Creative Loft - Same Block as Graham Ave L", Williamsburg,4,4.8,0.12,entire place,200.0,3.4367198745173964,2016-10-22
3666,14505483,0.0,358,Brooklyn,14942902,Bibi,0,,40.63135,-73.9651,Beautiful King Bedroom in the heart of Ditmas Park, Flatbush,0,0.0,0.0,Private Room,150.0,,2018-07-23
3667,14518363,0.6398345479643084,5,Manhattan,69862540,Rina,1,2018-12-31,40.83885,-73.94161,R & R on Broadway Uptown, Washington Heights,12,14.4,0.36,entire place,160.0,3.9056710645821138,2018-06-27
3668,14532445,0.6577867559969481,0,Manhattan,89855730,Rory,1,2017-10-29,40.72661,-73.97894000000002,Private Room, East Village,4,4.8,0.12,Private Room,105.0,3.8528107491573538,2017-04-25
3669,14536003,0.6490567624097663,365,Manhattan,40238258,Francesca,1,2019-05-23,40.77715,-73.94802,Comfort in Manhattan, Upper East Side,7,8.4,0.21,Private Room,175.0,3.3330676295877795,2018-11-17
3670,14549011,0.0,0,Manhattan,90034926,Natalie,0,,40.71311,-73.98482,room available for 2 weeks in shared accomadation, Lower East Side,0,0.0,0.0,Private Room,43.0,,2018-10-08
3671,14549226,0.6342014284299158,284,Brooklyn,89954209,A.J.,1,2019-06-20,40.65826,-73.95036,"Charming & Cozy Private Apt near Prospect Park, BK", Prospect-Lefferts Gardens,82,98.4,2.34,entire place,107.0,3.107195934100543,2018-12-15
3672,14554093,0.7491472960714786,0,Manhattan,1258319,Katherine,1,2018-04-20,40.73933,-74.00241,Cozy West Village Studio with Beautiful Rooftop, West Village,4,4.8,0.12,entire place,250.0,3.353328018473225,2017-10-15
3673,14566213,0.7177646916165995,364,Brooklyn,39143718,Sean,1,2019-05-23,40.68355,-73.95702,Geodesic Dome, Bedford-Stuyvesant,21,25.2,0.6,entire place,200.0,3.8399247601910447,2018-11-17
3674,14570408,0.7167847645637165,0,Queens,70769144,Byungdo,1,2016-12-01,40.75105,-73.90151999999998,Private room in 2 BR on Woodside, Woodside,1,1.2,0.03,Private Room,30.0,4.830995464012572,2016-05-28
3675,14570963,0.8193433180248058,7,Manhattan,47984525,Jennie,1,2019-05-27,40.78783,-73.97421999999997,Gorgeous Modern Penthouse Terrace by Central Park, Upper West Side,34,40.8,0.98,entire place,375.0,4.984236883263131,2018-11-21
3676,14579123,0.6435644348394569,72,Brooklyn,76765350,Perin,1,2019-06-30,40.68465,-73.95644,Sunny & inviting BK Room 30mins from Manhattan., Bedford-Stuyvesant,37,44.4,1.16,Private Room,55.0,3.1412997982048263,2018-12-25
3677,14608350,0.7597907669256501,30,Queens,45986534,Tina,1,2019-04-23,40.76792,-73.91190999999998,Bedroom in the <3 of Astoria close to the city, Astoria,23,27.6,0.73,Private Room,40.0,3.6430577042573913,2018-10-18
3678,14611399,0.7614006704285934,59,Brooklyn,72926334,Iquane,1,2019-06-18,40.68446,-73.92998,Lovely studio, Bedford-Stuyvesant,113,135.6,3.25,entire place,85.0,3.761265410424387,2018-12-13
3679,14613942,0.6136573020343572,0,Brooklyn,34161028,Agnese,1,2018-06-03,40.69858,-73.98595,Private room in a luxury building in DUMBO!, Downtown Brooklyn,6,7.1999999999999975,0.17,Private Room,100.0,4.70612622889245,2017-11-28
3680,14619860,0.7088087218835729,87,Manhattan,6321996,Ana,1,2017-11-30,40.71581,-74.00616,1 bedroom in Tribeca, Tribeca,1,1.2,0.05,entire place,440.0,4.91169759720781,2017-05-27
3681,14624028,0.7676239181056498,343,Brooklyn,16205633,Gea,1,2018-08-19,40.64007,-73.97067,Bright Bedroom in Brooklyn!, Kensington,5,6.0,0.14,Private Room,45.0,4.303996719695231,2018-02-13
3682,14629878,0.7338109122476618,363,Queens,46502890,Jackie,1,2016-08-31,40.69858,-73.82893,Shared Penthouse, Richmond Hill,1,1.2,0.03,Private Room,60.0,4.958354106394227,2016-02-26
